AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,Frontal,Temporal,Parietal,Occipital,Fronto-central,Participant,Game,Emotion,satisfaction,boredom,horrible,calm,funny,gender,arousal,valence
-39.9479,-2.6036,-9.7107,-12.8184,-39.2188,5.0204,-23.1567,2.1394,-3.1656,13.2092,6.8342,14.4146,0.63874,8.4799,-16.546499999999998,4.5593200000000005,10.6244,5.0218,-10.50865,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-44.1626,-5.2801,-4.4059,-13.9378,-50.9657,-9.3808,-22.7115,-3.6553,1.7465,2.0281,9.2578,-0.55028,0.60042,12.7606,-21.355483333333336,6.68051,4.353759999999999,1.8873,-13.1834,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-50.0133,-8.7417,-7.919,-22.5462,-62.0077,-22.918,-19.4599,1.2866,6.3643,-2.8162,13.4249,-13.8072,3.3976,2.5502,-29.024316666666667,2.9739,-0.1911500000000003,1.77405,-9.08665,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-54.0957,-14.3561,-20.1944,-24.4992,-66.4498,-16.4824,-19.7091,-4.9305,1.7319,8.2139,1.7583,1.1212,0.83266,3.814,-32.6796,2.32333,1.43975,4.9729,-12.3198,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-46.5995,-13.9674,-9.0659,-17.8341,-55.3787,-14.0766,-16.1646,-11.7179,-1.6773,12.9158,-4.4862,15.1539,3.1438,5.9463,-26.153700000000004,4.54505,5.33385,5.61925,-13.94125,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-46.6368,-10.2952,-7.5772,-18.6535,-47.3334,-16.0652,-21.8067,-0.62491,-9.132,3.6412,0.50561,16.2683,2.0113,9.3678,-24.426883333333336,5.6895500000000006,8.386955,-2.7454,-11.215805,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-52.8116,-19.5948,-10.4284,-21.7843,-58.5934,-13.6849,-20.9704,-2.0047,3.2217,4.8391,14.1696,19.5422,6.1407,14.9443,-29.4829,10.5425,16.855900000000002,4.0304,-11.48755,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-46.8097,-19.3638,-7.9137,-6.3772,-67.8957,-8.1412,-23.4897,-0.93971,7.7501,18.6488,16.1526,28.7587,4.8275,27.2703,-26.08355,16.0489,22.45565,13.19945,-12.214705,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-43.5286,-8.2851,-11.6885,-0.73253,-50.1272,-10.9581,-20.6635,4.3114,6.8134,19.9578,18.4897,12.9332,4.0653,27.996,-20.88667166666667,16.030649999999998,15.71145,13.3856,-8.17605,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-49.4169,-9.6765,-7.2102,-9.1895,-48.0638,-24.4006,-7.1457,-0.67034,11.1268,4.6604,20.213,-1.9428,10.4329,12.2163,-24.65958333333333,11.3246,9.1351,7.893599999999999,-3.90802,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-54.0081,-7.2079,-2.055,2.6955,-48.9583,-16.3928,-7.6617,9.7589,11.403,8.0917,26.5565,2.2891,15.4738,-2.6167,-20.98776666666667,6.42855,14.4228,9.74735,1.0486000000000004,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-57.3796,-5.8307,-4.7649,1.5891,-60.1208,-17.2982,-15.7025,4.4507,16.3856,16.1058,30.63,6.8743,21.1565,-10.1511,-23.96751666666667,5.502700000000001,18.75215,16.2457,-5.6259,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-53.4643,-9.7304,-5.8958,-7.4784,-67.4425,-22.3993,-18.0656,-1.0101,14.9308,9.9457,18.8753,7.8787,18.4703,-6.2358,-27.735116666666663,6.11725,13.377,12.43825,-9.53785,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-45.5338,-11.0356,2.0142,-4.1961,-49.2959,-13.4991,-15.0927,7.551,10.2575,8.4042,20.576,8.3507,11.6952,5.4725,-20.257716666666667,8.58385,14.46335,9.33085,-3.77085,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-41.8575,-16.0407,5.6703,-6.7779,-45.3261,-23.0786,-12.2987,4.2643,10.5863,3.1778,25.953,-6.2504,2.4935,14.5884,-21.235083333333336,8.54095,9.8513,6.88205,-4.0172,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-36.0399,-1.3826,-2.6973,-1.1761,-42.134,-21.2213,-15.8103,1.6473,6.6458,17.0872,15.4232,8.2247,-2.8509,24.5751,-17.441866666666666,10.8621,11.82395,11.8665,-7.0815,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-39.5443,-4.1338,-7.2581,-3.9396,-46.2179,-19.0042,-17.6958,-10.7299,4.3572,26.9899,9.7752,21.8312,2.0428,9.0006,-20.016316666666665,5.5217,15.8032,15.67355,-14.21285,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-34.338,-4.83,6.4005,-4.6475,-41.5555,-15.9746,-11.911,-3.4745,10.7073,14.0377,17.6896,6.4213,16.0202,-5.6394,-15.824183333333332,5.1904,12.05545,12.3725,-7.69275,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-21.4171,1.5983,10.2656,3.6588,-31.0342,-13.5997,-9.78,10.4282,5.8149,1.3888,5.7658,-8.064,12.7648,1.6475,-8.421383333333333,7.206149999999999,-1.1491000000000002,3.60185,0.3241000000000005,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-13.9926,-2.7467,13.9006,3.9119,-30.5885,-17.0337,-8.7211,-3.8918,3.1045,-2.0003,-0.7187,-6.2302,4.9153,11.466,-7.758166666666667,8.19065,-3.47445,0.5520999999999998,-6.30645,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-23.0699,-5.8881,0.31601,0.37183,-23.5585,-15.5391,-22.2978,-9.7972,-8.8872,2.3702,8.297,3.1162,-1.5186,7.4727,-11.22796,2.97705,5.7066,-3.2585,-16.0475,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-28.2973,-8.3676,-11.0366,-0.59473,-23.0901,-22.1626,-22.4432,3.0685,-14.0212,5.0616,8.7435,9.5399,-4.2612,-4.3094,-15.591488333333333,-4.285299999999999,9.1417,-4.4798,-9.68735,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-20.9322,-5.0328,-3.7629,1.3295,-22.649,-11.3885,-13.5417,1.9402,-1.8463,18.8579,-2.1706,23.0675,-8.7276,9.1714,-10.405983333333335,0.2218999999999997,10.44845,8.5058,-5.800750000000001,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-29.1214,-0.9529,-8.2593,3.1391,-16.5679,3.3948,-20.2841,-1.9541,-0.79035,31.016,-2.9846,34.0296,-0.64819,20.8999,-8.061266666666668,10.125855,15.5225,15.112825,-11.1191,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-31.152,-2.7851,-2.0973,0.11709,-12.7402,-7.131,-13.4007,3.8295,0.20132,15.055,4.7503,17.8879,11.6686,5.546,-9.298085,8.6073,11.3191,7.62816,-4.7856000000000005,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-20.7829,6.8272,3.6949,2.9428,-2.5315,-9.5368,-8.8187,-0.17815,-0.7559,0.051697,5.4095,2.7146,2.4685,0.42281,-3.23105,1.445655,4.06205,-0.3521015,-4.498425,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-27.5643,4.0565,-3.61,7.0167,-5.6849,-0.93623,-13.4843,-13.8622,-2.1274,6.998,2.7239,3.833,-8.5416,8.4258,-4.453704999999999,-0.0579,3.2784500000000003,2.4353,-13.67325,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-34.8826,-10.2869,-10.4771,16.513,-12.4275,-2.2973,-14.0925,-8.7805,-3.4161,18.384,3.9768,17.703,-6.6119,4.6145,-8.9764,-0.9987000000000004,10.8399,7.48395,-11.4365,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-35.1507,-12.5702,-16.9317,15.0497,-8.3765,-7.3542,-18.4408,-4.9483,-14.0732,7.3641,-0.51138,10.0971,-3.8541,7.6429,-10.888933333333334,1.8944,4.792859999999999,-3.35455,-11.69455,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-20.2907,-0.010208,-4.1099,2.3409,2.0443,-10.2178,-3.2344,-8.9014,0.87123,-1.1057,7.5472,-4.6088,10.4772,10.491,-5.040568,10.4841,1.4692000000000005,-0.1172349999999999,-6.0679,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-24.7401,-4.7322,-10.4744,-11.0222,3.8106,-6.7716,-4.3898,-5.5333,3.2483,2.7381,11.817,-5.8155,3.7769,2.3053,-8.988316666666666,3.0411,3.00075,2.9932,-4.96155,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-30.3398,-13.4209,-20.708,-10.8335,0.27573,0.71795,-14.9884,-7.5632,-2.1413,10.6022,11.5796,2.5609,-5.4223,-0.19406,-12.384753333333334,-2.80818,7.07025,4.230449999999999,-11.2758,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-14.4194,0.13489,-6.715,-4.0436,6.3982,-2.6304,0.010898,-10.4148,6.0146,7.605,16.0796,-4.676,8.5978,13.9176,-3.545885,11.2577,5.7018,6.8098,-5.201951,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-12.0701,2.9604,-9.1457,1.8654,13.5701,-12.8621,1.4944,-6.012,4.7095,-3.2408,7.559,-13.8406,5.2483,16.4552,-2.6136666666666666,10.85175,-3.1408,0.7343500000000001,-2.2588,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-25.4459,-7.134,-7.1802,8.8376,1.8947,-11.6178,-3.79,-1.4008,15.2889,-2.5737,10.4117,-12.5376,4.4617,1.3679,-6.774266666666667,2.9148,-1.0629499999999998,6.3576,-2.5954,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-27.7648,-5.2896,-3.4436,9.7237,-12.3189,-11.3928,-11.5905,1.0439,9.1764,10.3307,13.0919,0.96472,5.6104,-12.8142,-8.414333333333333,-3.6019,7.02831,9.75355,-5.2733,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-20.9038,-0.72223,-12.2091,4.8903,-25.6798,-14.015,-11.3672,-2.3245,-5.0694,19.6282,0.50054,15.0068,1.0237,2.0547,-11.439938333333332,1.5392,7.75367,7.2794,-6.84585,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-13.511,-2.0953,-11.0045,-2.4868,-20.9679,-14.5914,-1.713,-5.4908,-1.4594,18.9226,-4.7238,20.7853,1.4344,16.0314,-10.77615,8.7329,8.03075,8.7316,-3.6019,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-25.4504,-9.0532,-18.3721,-11.3098,-12.6262,-17.0208,-12.4718,-4.6884,-9.3998,8.8151,-7.7461,9.6209,-2.9017,6.0969,-15.638749999999996,1.5976,0.9374000000000002,-0.2923500000000008,-8.5801,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-14.4786,-1.8989,-3.1698,3.4688,2.2314,-9.3884,0.55492,1.2589,1.5532,-3.0479,2.1634,-5.0564,3.8835,5.7306,-3.872583333333333,4.80705,-1.4465,-0.74735,0.90691,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-1.332,4.8265,4.6431,17.3607,12.5538,-6.9366,3.3553,1.1834,-3.2622,-16.9651,-3.6337,-18.853,-1.0716,2.554,5.185916666666667,0.7411999999999999,-11.24335,-10.11365,2.26935,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
0.16566,12.5653,2.0034,20.7038,23.6069,-4.1585,5.515,8.1965,-0.70445,-10.8198,3.6684,-27.7729,9.8547,12.3177,9.14776,11.0862,-12.05225,-5.762125,6.8557500000000005,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-11.1789,-1.4117,-3.7841,5.3615,11.801,-14.2984,4.2399,-6.3953,-0.66308,-1.6705,5.3368,-20.4401,3.5961,-0.69934,-2.251766666666667,1.44838,-7.55165,-1.16679,-1.0777,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-3.424,0.090735,-8.7509,13.9451,25.193,0.25427,3.5129,-7.4949,-4.8729,12.1254,2.6565,-5.1137,-10.3144,-1.13,4.5513675000000005,-5.722199999999999,-1.2286,3.6262500000000006,-1.991,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-3.2181,1.0291,-8.2263,13.108,23.2766,-3.5384,5.1911,0.51018,-2.6915,2.8973,1.5524,-5.2117,-6.8624,6.4941,3.738483333333333,-0.1841499999999998,-1.82965,0.1028999999999999,2.85064,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-10.1092,2.3842,5.0178,7.1268,10.0737,-12.2996,2.5185,-1.8815,0.77526,-11.3765,0.98665,-18.999,5.3547,1.854,0.3656166666666669,3.60435,-9.006174999999999,-5.30062,0.3185,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-2.4189,3.6575,3.3004,17.5607,9.9414,2.1335,3.7838,1.5372,2.1451,-9.8165,7.0669,-31.9591,8.3392,-1.563,5.695766666666667,3.3881,-12.4461,-3.8357,2.6605,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
2.4483,-3.1735,-5.3986,16.5071,5.5671,-5.5503,9.2241,-11.7782,2.9616,-0.72751,10.4199,-29.2315,0.28309,-3.3587,1.7333500000000004,-1.537805,-9.4058,1.1170449999999998,-1.27705,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-9.5048,7.8789,-2.7127,7.4883,19.333,-9.4677,3.4759,-9.6546,-0.52145,8.2888,0.82294,-13.3776,0.73868,7.7049,2.169166666666666,4.22179,-6.277329999999999,3.883675,-3.08935,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-22.6297,0.32252,-4.9115,-7.061,20.1293,-11.2612,2.7952,-8.6032,1.8705,4.4857,-0.64371,-18.1745,4.9444,6.7705,-4.235263333333333,5.85745,-9.409104999999998,3.1781,-2.904,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-11.8263,-11.9752,-10.2836,-12.8437,6.6432,-8.6957,4.5165,-14.6981,7.4251,8.9391,8.8406,-21.8066,-1.0191,0.69739,-8.163549999999999,-0.1608549999999999,-6.483,8.1821,-5.0908,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-7.8114,-3.2283,-7.3055,-5.9341,-2.728,-7.7022,-3.7829,-6.733,11.23,3.208,10.6703,-26.6372,1.4031,-12.095,-5.784916666666667,-5.34595,-7.98345,7.219,-5.25795,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-21.4427,-1.6178,-0.72822,-19.2723,-13.4255,-21.3401,2.5839,-5.8565,12.9173,-11.0844,11.4478,-39.1389,13.1252,-19.3976,-12.971103333333332,-3.1362000000000005,-13.84555,0.9164499999999992,-1.6363,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-15.9735,-6.2433,-4.462,-10.5607,1.4801,-13.9876,6.2064,-3.6161,-1.9577,-6.2367,5.0932,-27.8849,0.059268,-4.1338,-8.291166666666667,-2.037266,-11.39585,-4.0972,1.2951500000000002,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-0.91508,-7.2851,2.8894,4.173,15.4913,0.95164,6.3061,-3.8713,0.45347,8.2375,-0.40667,-12.1118,-8.9165,10.2142,2.55086,0.6488500000000004,-6.259235,4.345485,1.2173999999999998,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-14.9602,-9.2095,3.1882,2.101,0.46179,-7.5382,-4.9338,-13.5563,12.2321,15.3664,2.9235,2.7149,-0.35355,-4.4317,-4.326151666666666,-2.392625,2.8192000000000004,13.79925,-9.24505,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-28.1626,-5.3516,-11.1031,-8.8866,-13.6659,-9.447,-10.7768,-6.604,12.915,11.1391,10.7765,-4.3974,5.8066,4.8068,-12.769466666666668,5.3067,3.18955,12.02705,-8.6904,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-28.9008,-5.9743,-11.9215,-9.2977,1.254,-5.1027,-1.6297,-6.2073,10.2511,9.526,7.2958,-16.4119,4.5135,0.74094,-9.9905,2.62722,-4.55805,9.88855,-3.9185,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-18.1941,-2.3106,-4.1221,-4.4898,9.7462,2.2876,-3.893,0.30411,3.4971,0.92611,1.6642,-13.0662,1.8817,-4.4982,-2.8471333333333324,-1.30825,-5.7010000000000005,2.211605,-1.7944449999999998,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-20.8804,3.4954,-8.5969,3.3354,2.5499,4.9831,-1.7709,8.7859,7.0652,-7.6295,10.0644,-12.2822,5.5466,9.8717,-2.518916666666667,7.70915,-1.1089000000000002,-0.2821500000000001,3.5075,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-22.9338,1.8684,-8.5542,13.0521,2.869,1.3783,1.6411,-3.5471,6.1691,-10.4775,6.1548,-17.6847,3.7975,15.4852,-2.053366666666667,9.64135,-5.76495,-2.1541999999999994,-0.953,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-20.1409,3.1731,-9.4577,17.4637,6.0031,7.4355,1.0701,-2.8617,2.4937,2.9017,0.59076,-2.5236,3.0971,12.195,0.7461333333333333,7.646050000000001,-0.96642,2.6977,-0.8957999999999999,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-28.3772,-3.6284,-9.8341,2.3159,-8.4571,-3.4005,0.062091,-6.4683,7.0657,2.7271,2.4443,11.7278,1.9665,2.0186,-8.563566666666668,1.99255,7.08605,4.8964,-3.2031045,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-37.5361,1.7831,-12.5502,-6.863,-21.7122,-1.7797,0.53004,-4.6634,6.1701,8.7025,8.4366,3.6026,1.3769,6.1479,-13.109683333333336,3.7624,6.0196000000000005,7.4363,-2.0666800000000003,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-49.384,-3.5181,-22.6588,-6.9234,-27.4932,2.5771,2.8598,-5.8009,6.272,7.7082,11.2361,-6.53,8.377,3.4175,-17.900066666666667,5.8972500000000005,2.35305,6.9901,-1.4705500000000002,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-51.6825,-15.585,-14.6877,-15.008,-26.7878,-3.2439,3.6324,-10.175,10.6179,1.5793,6.7841,-5.1939,10.708,-0.5654,-21.165816666666665,5.0713,0.7950999999999997,6.0986,-3.2713,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-37.72,-5.6777,-7.667,-7.9685,-11.0806,-2.5771,1.9981,-3.425,2.8971,5.7346,4.0155,-4.4102,-0.7951,12.2195,-12.11515,5.7122,-0.1973499999999997,4.31585,-0.7134499999999999,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-32.6236,4.1077,-10.0411,-1.8236,-17.4325,-7.1451,14.1557,-8.8864,0.83434,-3.11,1.8856,-18.2456,-5.47,-2.6137,-10.826366666666669,-4.04185,-8.18,-1.13783,2.63465,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-35.8605,4.3338,-11.7997,-1.2416,-21.5813,-3.4102,14.7232,-7.8806,5.0348,-4.3402,-2.4771,-7.3009,-3.725,-16.5569,-11.59325,-10.14095,-4.889,0.3472999999999997,3.4213,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-46.9319,-5.3714,-12.036,-5.8901,-29.7307,-9.818,1.5619,-1.7414,4.7327,3.476,-2.3293,-3.0849,1.2207,-13.3375,-18.29635,-6.058400000000001,-2.7071,4.10435,-0.08975,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-49.7829,-7.8819,-4.7023,-5.5363,-42.0469,-17.729,0.5239,-1.6369,14.8381,4.2126,9.145,-1.9556,8.7032,1.5627,-21.27988333333333,5.13295,3.5947,9.52535,-0.5565,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-45.3786,-0.32574,-9.6149,7.5469,-40.0631,-2.9696,-5.6465,-3.8998,9.6974,11.043,3.4016,12.2618,-4.5695,12.3983,-15.134173333333337,3.914400000000001,7.8317,10.3702,-4.773149999999999,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-34.1559,3.4717,1.3515,18.4277,-25.3813,6.6529,3.1923,0.11212,1.5598,24.4805,-5.3026,25.6261,-10.9069,-2.4456,-4.938899999999999,-6.6762500000000005,10.16175,13.02015,1.65221,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-39.1906,3.7355,11.1868,16.849,-33.7758,2.0037,8.1951,9.0776,-7.5069,15.051,-10.1796,17.6121,-3.1688,11.329,-6.531899999999999,4.0801,3.716250000000001,3.77205,8.63635,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-47.2277,11.0672,7.6828,14.8938,-42.1387,-2.8387,10.537,10.4223,-2.3334,0.047984,-3.9015,2.4554,9.3002,24.7493,-9.760216666666668,17.02475,-0.72305,-1.142708,10.47965,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-33.0608,14.1811,14.7777,16.8339,-29.2209,-3.6135,16.5163,-0.59248,11.0288,-14.0549,2.9432,-11.792,9.6855,9.1643,-3.3504166666666664,9.4249,-4.4244,-1.5130499999999998,7.96191,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
-33.9104,6.7191,12.9463,11.1012,-18.0229,1.3259,5.1364,3.2214,-0.96621,-3.9015,-0.066561,-4.608,-1.2846,-5.4855,-3.3067999999999995,-3.38505,-2.3372805,-2.433855,4.1789000000000005,S28,G1,Boredom,-0.996615895540124,1.5,-0.5,-0.7833494518006403,-0.8609460320922785,M,-2.077596580291638,-2.6442954838929187
